Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
TrackMate,fiji.plugin.trackmate.action.autonaming,DefaultAutoNamingRule,getInfoText,Long Statement,The length of the statement "str.append("<li>The subsequent branches are named from the mother branch they split from. Their name " + "is suffixed by 'a'` 'b'` ... depending on the relative X position of the sibbling spots " + "just after division.</li>");" is 227.,193
TrackMate,fiji.plugin.trackmate.action.autonaming,DefaultAutoNamingRule,getInfoText,Long Statement,The length of the statement "if (!branchSeparator.isEmpty()) str.append("<li>Each of the branch character is separated from others by the character '" + branchSeparator + "'</li>");" is 152.,193
TrackMate,fiji.plugin.trackmate.action.autonaming,DefaultAutoNamingRule,getInfoText,Long Statement,The length of the statement "if (!suffixSeparator.isEmpty()) str.append("<li>The branch suffix ('a' ...) is separated from the root name by the character '" + suffixSeparator + "'</li>");" is 158.,193
TrackMate,fiji.plugin.trackmate.action.autonaming,DefaultAutoNamingRule,getInfoText,Long Statement,The length of the statement "if (incrementSuffix) str.append("<li>Inside a branch` the individual spots are suffixed by a supplemental index ('1'` '2'` ...)` " + "indicating their order in the branch.</li>");" is 179.,193
TrackMate,fiji.plugin.trackmate.action.autonaming,DefaultAutoNamingRule,getInfoText,Long Statement,The length of the statement "str.append("For instance` the 3rd spot of the branch following two divisions` first one emerging " + "from the leftmost sibling and second one emerging from the rightmost sibbling` in " + "the track named 'Track_23' will be named: <br>");" is 238.,193
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,CloseGapsByDetection,Magic Number,The method contains a magic number: 2.,80
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,CloseGapsByDetection,Magic Number,The method contains a magic number: 0.1,80
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,CloseGapsByDetection,Magic Number,The method contains a magic number: 10.,80
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,execute,Complex Method,Cyclomatic complexity of the method is 9,91
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,execute,Long Statement,The length of the statement "logger.error("Error detecting spots around position " + Util.printCoordinates(source) + " at frame "+ t+ ":\n"+ localTM.getErrorMessage());" is 139.,91
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,main,Long Statement,The length of the statement "final String filePath="/Users/tinevez/Desktop/GaelleGapClosingWeirdBug/211116 Movie FDB YFP_Movie 0-01-Scene-64-TR114-zeroed.xml";" is 130.,192
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,main,Magic Number,The method contains a magic number: 5,192
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,main,Magic Number,The method contains a magic number: 8.,192
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,main,Magic Number,The method contains a magic number: 2.,192
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsController,CloseGapsController,Magic Number,The method contains a magic number: 2,45
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsController,show,Magic Number,The method contains a magic number: 300,78
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsController,show,Magic Number,The method contains a magic number: 500,78
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Long Method,The method has 117 lines of code.,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 2,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 2,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 4,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 2,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 2,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 2,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 2,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 2,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 3,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 2,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 4,64
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsPanel,CloseGapsPanel,Magic Number,The method contains a magic number: 5,64
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,interpolate,Magic Number,The method contains a magic number: 3,130
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,interpolate,Magic Number,The method contains a magic number: 3,130
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,interpolate,Magic Number,The method contains a magic number: 3,130
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,interpolate,Magic Number,The method contains a magic number: 3,130
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,interpolateFeature,Long Parameter List,The method has 5 parameters. ,189
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,makeSettingsForRoiAround,Magic Number,The method contains a magic number: 2,198
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,makeSettingsForRoiAround,Magic Number,The method contains a magic number: 3,198
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,makeSettingsForRoiAround,Magic Number,The method contains a magic number: 2,198
TrackMate,fiji.plugin.trackmate.action.fit,AbstractSpotFitter,AbstractSpotFitter,Long Statement,The length of the statement "this.optimizer=new LevenbergMarquardtOptimizer().withCostRelativeTolerance(1.0e-12).withParameterRelativeTolerance(1.0e-12);" is 124.,72
TrackMate,fiji.plugin.trackmate.action.fit,AbstractSpotFitter,AbstractSpotFitter,Magic Number,The method contains a magic number: 1.0e-12,72
TrackMate,fiji.plugin.trackmate.action.fit,AbstractSpotFitter,AbstractSpotFitter,Magic Number,The method contains a magic number: 1.0e-12,72
TrackMate,fiji.plugin.trackmate.action.fit,AbstractSpotFitter,process,Magic Number,The method contains a magic number: 1000.,85
TrackMate,fiji.plugin.trackmate.action.fit,AbstractSpotFitter,setNumThreads,Magic Number,The method contains a magic number: 2,131
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,undo,Long Statement,The length of the statement "trackmate.getModel().getModelChangeListener().forEach(l -> l.modelChanged(new ModelChangeEvent(this`ModelChangeEvent.MODEL_MODIFIED)));" is 135.,74
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,undo,Magic Number,The method contains a magic number: 2,74
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,undo,Magic Number,The method contains a magic number: 3,74
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,fit,Complex Method,Cyclomatic complexity of the method is 9,112
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,fit,Long Statement,The length of the statement "undo.put(spot`new double[]{spot.getDoublePosition(0)`spot.getDoublePosition(1)`spot.getDoublePosition(2)`spot.getFeature(Spot.RADIUS).doubleValue()});" is 150.,112
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,fit,Long Statement,The length of the statement "trackmate.getModel().getModelChangeListener().forEach(l -> l.modelChanged(new ModelChangeEvent(this`ModelChangeEvent.MODEL_MODIFIED)));" is 135.,112
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,fit,Magic Number,The method contains a magic number: 2,112
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,show,Magic Number,The method contains a magic number: 300,190
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,show,Magic Number,The method contains a magic number: 300,190
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,getDocs,Long Statement,The length of the statement "docs.add("<html>Fit a 2D circular Gaussian on each spot` " + "but blocking its sigma value. The radius of the spot" + "is not updated.</html>");" is 144.,203
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,getDocs,Long Statement,The length of the statement "docs.add("<html>Fit a 3D anisotropic Gaussian on each spot. The Z sigma can be different " + "from the sigmas in X and Y` which are forced to be identical. The radius of " + "the spot is set from the sigma in XY.</html>");" is 222.,203
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,getDocs,Long Statement,The length of the statement "docs.add("<html>Fit a 3D anisotropic Gaussian on each spot. We only allow X` Y` Z and the " + "amplitude to adjust in the fit. The spot radius is left unchanged.</html>");" is 171.,203
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Long Method,The method has 117 lines of code.,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 2,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 2,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 2,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 2,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 3,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 2,63
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterPanel,SpotFitterPanel,Magic Number,The method contains a magic number: 5,63
